Name,AuthID
"Bahl, L R",A-11062
"Bai, Bing",A-13636
"Bai, Jing",A-7868
"Bai, Lakshmi",A-4046
"Bai, MingHong",A-16934
"Bai, Shuanhu",A-4818
"Bai, Shuo",A-8731
"Bai, Yalong",A-5547
"Baikadi, Alok",A-2016
"Bailes, P A C",A-10775
"Bailey, Stacey",A-1448
Bailly Raphal,A-18914
"Bailly, RaphaAAl",A-14719
"Bainbridge, R I",A-9644
"Baird, Cheyanne",A-5272
"Baird, Henry S",A-12098
"Bairi, Ramakrishna",A-1388
"Bajcsy, R",A-10490
"Bajec, Marko",A-14670
"Bak, JinYeong",A-9784
"Bak, Peter",A-11207
"Baker, Collin F",A-18618
"Baker, James K",A-18710
"Baker, Janet M",A-8183
"Baker, Jeffrey",A-7058
"Baker, Kathryn L",A-2582
"Baker, Kenneth",A-7128
"Baker, Kirk",A-17928
"Baker, Rachel",A-16622
"Baker, Simon",A-1930
"Baker, Steven",A-7816
"Bakhshaei, Somayeh",A-8436
"Bakker, Bart",A-11385
"Bakliwal, Akshat",A-11296
"Bal, Bal Krishna",A-8982
"Balage Filho, Pedro",A-9869
"Balage Filho, Pedro Paulo",A-14154
"Balahur, Alexandra",A-10148
"BalahurDobrescu, Alexandra",A-2021
"Balakrishnan, Anusha",A-13619
"Balakrishnan, Sreeram",A-17550
"Balakrishnan, Suhrid",A-14187
"Balari, Sergio",A-10631
"Balasubramanian, Abhinaya",A-3956
"Balasubramanian, Krishnakumar",A-12489
"Balasubramanian, Niranjan",A-9610
"Balasubramanian, Sriramkumar",A-14081
"Balasubramanian, Vijay",A-12387
"Balasubramanyan, Ramnath",A-15311
"Balasuriya, Dominic",A-12425
"Balata, Jan",A-11512
"Balchandran, Rajesh",A-10689
"Balcom, Laura Blumer",A-7622
"Balderas Posada, Carlos",A-3625
"Baldewein, Ulrike",A-15637
"Baldridge, Jason",A-16569
"Balducci, Franco",A-8110
"Baldwin, Breck",A-376
"Baldwin, Gay",A-14238
"Baldwin, Timothy",A-2966
"Baldwin, Tyler",A-13389
"Balfourier, JeanMarie",A-4386
"Bali, Kalika",A-7125
"Balkan, Lorna",A-2404
"Balkanski, Cecile T",A-8653
"Ball, Catherine N",A-5114
"Ball, Jerry",A-1963
"Ball, Julian",A-16410
"Ball, Richard",A-4747
"Balla, Amar",A-15200
"Ballard, Bruce W",A-2679
"Balle, Borja",A-12552
"Ballesteros, Miguel",A-8119
"Ballim, Afzal",A-11020
"Balog, Krisztian",A-12490
"Balta, Eirini",A-15967
"Balvet, Antonio",A-16477
"Baly, Ramy",A-1810
"Bamberg, Paul",A-16737
"Bamman, David",A-13898
"Banaee, Hadi",A-7110
"Banarescu, Laura",A-5050
"Bancarz, Iain",A-8484
"Banches, Rafael E",A-13639
"Banchs, Rafael",A-5865
"Banchs, Rafael E",A-13306
"Bandhakavi, Anil",A-9972
"Bandyopadhyay, Sivaji",A-990
"Bane, Max",A-16761
"Banea, Carmen",A-15788
"Banerjee, Pratyush",A-9170
"Banerjee, Protima",A-11197
"Banerjee, Ritwik",A-6053
"Banerjee, Satanjeev",A-1824
"Banerjee, Somnath",A-18483
"Banga, Eduardo R",A-12502
"Bangalore, Srinivas",A-10354
"Banik, Eva",A-5259
"Banjade, Rajendra",A-18549
"Banjevic, Stefan",A-8007
"Banko, Michele",A-6948
"Banks, Amelie",A-1854
"Banks, Sarah",A-10191
"Bannard, Colin",A-11799
"Bannour, Sondes",A-6787
"Bansal, Gagan",A-9743
"Bansal, Mohit",A-1576
"Bansleben, Erik",A-17064
"Bao, Junwei",A-14689
"Bao, Sencheng",A-10252
"Bao, Shenghua",A-5269
"Bao, Zhuowei",A-14584
"Baoli, Li",A-8445
"Bapat, Mugdha",A-8611
"Baptista, Jorge",A-12715
"Baquero, Julia",A-8498
"Bar, FranAtildesectois",A-2926
"Bar, Kfir",A-9393
"BarHaim, Roy",A-5074
"BarItzhak, H",A-6607
"Barak, Libby",A-8648
"Baral, Chitta",A-1714
"Barancikova, Petra",A-11690
"Barbaresi, Adrien",A-10979
"Barbella, David",A-16195
"Barbero, Cristina",A-5556
"Barbieri, Francesco",A-10258
"Barbosa, Denilson",A-8988
"Barbosa, Luciano",A-3141
"Barbot, Nelly",A-18625
"Barbu, AnaMaria",A-3155
"Barbu, Catalina",A-7421
"Barbu, Eduard",A-16435
"Barcellini, Flore",A-18619
"Barcena, Elena",A-17995
"Barclay, Chris",A-17957
"Bard, Ellen Gurman",A-14376
"Bares, William H",A-7081
"Barfuumlsser, Sabine",A-8476
"Barg, Petra",A-14724
"Barker, Emma",A-5466
"Barker, Fiona",A-7391
"Barker, Ken",A-4622
"Barlacchi, Gianni",A-9489
"Barlow, Michael",A-15549
"Barman, Utsab",A-1661
"Barnard, Etienne",A-13135
"Barnard, Kobus",A-3226
"Barnden, JA",A-7006
"Barnden, John A",A-3406
"Barner, Dave",A-12105
"Barnes, Derek",A-12621
"Barnett, Brigitte",A-9326
"Barnett, James",A-2905
"Baron, Alex",A-15709
"Baron, Don",A-16267
"Baroni, Marco",A-1889
"Baroni, Paola",A-1054
"Barque, Lucie",A-2102
"BarroacutenCedentildeo, Alberto",A-4885
"Barr, Cory",A-4832
"Barr, Dale",A-13794
"Barr, Valerie",A-4114
"BarraChicote, Roberto",A-11996
"Barrachina, S",A-1248
"Barrachina, Sergio",A-10990
"Barrantes Sliesarieva, Elena Gabriela",A-17675
"Barras, Claude",A-12519
Barrault Loc,A-18910
"Barrault, Loiumlc",A-4126
"Barrault, LoAAc",A-2972
"Barreaud, Vincent",A-9713
"Barrena, Ander",A-18202
"Barrett, Leon",A-10778
"Barrett, Leslie",A-16559
"Barriere, Caroline",A-12944
BarrnCedeo Alberto,A-18981
"Barros, Flavia A",A-9690
"Barrutieta, Guillermo",A-9486
"Barry, Barbara",A-16651
"Barry, Chris",A-1675
"Barry, Guy",A-10489
"BarrAAnCedeAAo, Alberto",A-16835
"Barsanti, Igor",A-10596
"Bart, Robert",A-11389
"Barteld, Fabian",A-2357
"Bartheacutelemy, Franccedilois",A-2066
"Barth, Tassilo",A-1089
"Barthelemy, Francois",A-1204
"Bartie, Phil",A-2891
"Bartlett, Susan",A-11309
"Bartolini, Roberto",A-5121
"Barton Jr, G Edward",A-8599
"Bartsch, Sabine",A-5257
"Bartz, Thomas",A-5792
"Barwise, Jon",A-6726
"Barzdins, Guntis",A-6804
"Barzilay, Regina",A-6694
"Bas, Johan",A-16895
"Baschung, Karine",A-1386
"Baseman, Elisabeth",A-7105
"Bashyam, Vijayaraghavan",A-18355
"Basile, Pierpaolo",A-16461
"Basile, Valerio",A-1639
"Basili, Roberto",A-13118
"Baskaran, Sankaran",A-2777
"Baskaya, Osman",A-17627
"Basterrechea, Eduardo",A-2633
"Bastianelli, Emanuele",A-4512
"Bastin, V",A-16738
"Basu, Anupam",A-11124
"Basu, Rupayan",A-16661
"Basu, Sumit",A-4914
"Batagelj, Vladimir",A-5959
"Batchelor, Colin R",A-18040
"Bateman, John A",A-10353
"Bates, Madeleine",A-1129
"Bates, Rebecca",A-10376
"Batista, Fernando",A-1326
"BatistaNavarro, Riza Theresa",A-2794
"Batiukova, Olga",A-4390
"Batliner, Anton",A-3239
"Batlle, Eloi",A-14527
"Batori, Istvan",A-3499
"Batra, Arpita",A-17143
"Batra, Dhruv",A-1345
"Battersby, Stuart",A-10379
"Battista, Marco",A-12686
"Battistelli, Delphine",A-10134
"Battle, Alexis",A-3444
"Baucom, Eric",A-12987
"Baud, Robert",A-6211
"Baudis, Manja",A-502
"Baudrion, Philippe",A-1900
"Bauer, Bernhard",A-10142
"Bauer, Daniel",A-17583
"Bauer, John",A-18617
"Bauer, Sandro",A-16311
"Bauer, Travis L",A-9987
"Baugh, Wesley",A-16533
"Baumann, Stefan",A-1609
"Baumann, Timo",A-5698
"Baumel, Tal",A-10560
"Baumer, Eric P S",A-8759
"Baumgaertner, Bert",A-14991
"Baumgartner Jr, William A",A-4294
"Baur, Judith",A-11956
"Bautista, Susana",A-8953
"Bavelas, Janet",A-6813
"Bayazit, Ulug",A-12632
"Bayer, Samuel",A-17145
"Bayerl, Petra Saskia",A-4662
"Baytin, Alexey",A-18140
"Bazillon, Thierry",A-16821
"Bazrafshan, Marzieh",A-9443
"BeAringEuAringiexcl, Aringnbsptefan",A-11597
"Bencaronuscaron, Scarontefan",A-13934
"Bentildea, Peter",A-120
BeAringuAringiexcl Aringnbsptefan,A-18945
"Beal, Matthew J",A-3511
"Beale, Andrew David",A-13940
"Beale, Stephen",A-2883
"Beals, Katharine P",A-15249
"Beals, Katherine P",A-5712
"Beamer, Brandon",A-12319
"Bean, David L",A-17161
"Bear, John",A-5970
"Beard, Rachel",A-10111
"Beaufort, Richard",A-16968
"Beaugendre, Freacutedeacuteric",A-1041
"Beaulieu, Micheline",A-1313
"Beaumont, Will de",A-4987
"Beaven, John L",A-9147
"Beaver, David",A-11997
"Beavers, John",A-7860
"Becerra, Claudia",A-3961
"Becerra, Javier",A-1663
"BecerraBonache, Leonor",A-17024
"Bech, Annelise",A-17765
"Bechara, Hanan",A-8979
"Bechara, Hanna",A-16770
"Becher, Margit",A-5988
"Bechet, Denis",A-16768
"Bechet, Freacutedeacuteric",A-11982
"Bechet, Frederic",A-17060
"Bechikh, Chedi",A-18708
"Beck, Daniel Emilio",A-2336
"Beck, David",A-17339
"Beck, Kathrin",A-12846
"Beck, PhilipDaniel",A-10200
"Becker, Dara",A-6487
"Becker, Israela",A-5670
"Becker, Joseph D",A-7524
"Becker, Lee",A-17218
"Becker, Lee A",A-4782
"Becker, Markus",A-3227
"Becker, Tilman",A-5888
"Becket, Ralph",A-9814
"Beckles, D",A-2786
"Beckley, Russ",A-17827
"Beckley, Russell",A-2702
"Beckman, Mary E",A-16173
"Beckner, Clayton",A-17799
"Beckstein, C",A-15980
"Bedaride, Paul",A-14277
"Bederson, Benjamin B",A-11825
"Bedini, Claudia",A-14420
"Bedore, Lisa",A-11133
"Bedrick, Steven",A-17258
"Bedrosian, Jan",A-2077
"Beebe, Ralph D",A-15410
"Beeferman, Doug",A-7949
"Beekhuizen, Barend",A-17778
"Beermann, Dorothee",A-17272
"Beesley, Kenneth R",A-5615
"Begeja, Lee",A-17080
"Begier, Barbara",A-11451
"Beguin, Annette",A-9952
"Begum, Momotaz",A-10734
"Begum, Rafiya",A-8730
"Behera, Satyabrata",A-16380
"Behrooz, Morteza",A-1243
"Bei, Ben",A-13930
"Beierle, Christoph",A-10956
"Beigman Klebanov, Beata",A-11347
"Beigman, Eyal",A-1144
"Beil, Franz",A-5655
"Beineke, Philip",A-6310
"Beisswanger, Elena",A-18377
"BejAumlxDek, Eduard",A-6958
"Bejan, Cosmin Adrian",A-7972
"Bejar, Isaac",A-18535
"Bekavac, Bozo",A-17753
"Bekavac, Marko",A-7044
"Bekkerman, Ron",A-11969
"Bekki, Daisuke",A-8875
"Bel Enguix, Gemma",A-11339
"Bel, Nuacuteria",A-16348
"Bel, Nuria",A-16596
"Bel, NAAoria",A-8504
"Belanger, David",A-16305
"Belanger, Denise",A-16716
"Belenko, Dmitriy",A-1295
"Belew, Richard K",A-2852
"Belinkov, Yonatan",A-10883
"Belkin, Mikhail",A-16764
"Belkin, N J",A-3822
"Bell, Benjamin",A-17640
"Bell, Linda",A-4706
"Bell, Matthew",A-5298
"Bell, Peter",A-11840
"Bellalem, Lotfi",A-18447
"Bellalem, Nadia",A-18127
"Bellare, Kedar",A-541
"Bellegarda, Jerome",A-6430
"Beller, Charley",A-918
"Beller, Gregory",A-17992
"Bellert, Irena",A-1748
"Bellmore, Amy",A-9630
"Bellot, Patrice",A-18302
"Bellur, Ashwin",A-14735
"Bellynck, Valerie",A-638
"Bellynck, ValAAcrie",A-17842
"Beloborodov, Alexander",A-17201
"Belogay, Anelia",A-18776
"Beloozerov, V N",A-13036
"Beloucif, Meriem",A-16938
"Beltagy, Islam",A-763
"BeltranFerruz, Pablo",A-15412
Beltrn Beatriz,A-19061
"BeltrAAn, Beatriz",A-15815
"Belvin, Robert S",A-11300
"Belz, Anja",A-11678
"Bemova, Alevtina",A-14704
"Bemstein, Jared",A-14494
"Ben Abacha, Asma",A-16065
"Ben Aharon, Roni",A-16584
"Ben Amor, Soufian",A-7570
"Ben Gur, Assaf",A-304
"Ben Hamadou, Abdelmajid",A-11879
"Ben Jannet, Mohamed",A-824
"Ben Mustapha, Nesrine",A-8913
"Ben, Guosheng",A-18565
"BenAmi, Zvi",A-15896
"BenDror, Natan",A-4242
"BenAyed, Siwar",A-10028
"Benajiba, Yassine",A-9945
"Benamara, Farah",A-12024
"Benavent, Francesc",A-11404
"Bendahman, Chomicha",A-93
"Bender, Emily M",A-12039
"Bender, Jordan",A-13236
"Bender, Oliver",A-15971
"Bendersky, Michael",A-12218
"Bendre, SM",A-7846
"Bendre, Sushma",A-7974
"Benediacute, JoseacuteMiguel",A-4571
"Benedi, Jose Miguel",A-18367
"Benedict, Richard",A-679
"Benevenuto, Fabricio",A-16068
"Bengio, Samy",A-1442
"Bengio, Yoshua",A-10179
"Bengoetxea, Kepa",A-9343
"Bengtson, Eric",A-1042
"Benis, Nirupama",A-3234
"Benjamin, Martin",A-13412
"Benkerimi, Kerima",A-2093
"Bennamoun, Mohammed",A-13447
"Benner, Drayton",A-4754
"Bennett Novak, Gordon",A-5674
"Bennett, Andrew",A-18069
"Bennett, Paul N",A-14403
"Bennett, Scott W",A-13955
"Bennett, Winfield S",A-2635
"Benotti, Luciana",A-7800
"Benotto, Giulia",A-5804
"Benra, Jorg",A-11463
"Bensaid, Amine",A-16997
"Bensalem, Imene",A-17949
"Bensch, Suna",A-10580
"Bensiin, Borukhov",A-6613
"Bensley, Jeremy",A-5694
"Benson, David B",A-5648
"Benson, Edward",A-707
"Benson, R A",A-15872
"Bental, Diana",A-9563
"Bentivogli, Luisa",A-14572
"Bento, Ana",A-18276
"Bentz, Christian",A-4150
"Benus, Stefan",A-6098
"Benyon, David",A-12061
"Berant, Jonathan",A-7002
"Berber Sardinha, Tony",A-7389
"Berberich, Klaus",A-5413
"Berck, Peter",A-5395
"Berend, Gaacutebor",A-2355
"Berend, Nina",A-17017
"Berendsen, Egon",A-14446
Berg Atildeyvind Raddum,A-19020
"Berg, AtildeEyvind Raddum",A-1506
"Berg, Alexander C",A-4982
"Berg, Ansu",A-13420
"Berg, Tamara L",A-4236
"BergKirkpatrick, Taylor",A-9833
"Bergen, Leon",A-13120
"Berger, Adam L",A-176
"Berger, Daniela",A-3047
"Bergler, Sabine",A-9967
"Berglund, Anders",A-3565
"Berglund, Martin",A-7267
"Bergmair, Richard",A-10594
"Bergman, Casey M",A-11215
"Bergmann, Carsten",A-7649
"Bergmann, Kirsten",A-6472
"Bergsma, Shane",A-420
"Bergstra, James",A-5765
"Berland, Matthew",A-13148
"Berlanda, Sara",A-5610
"BerlangaLlavori, Rafael",A-3836
"Berleant, Shoshana",A-6640
"Berlin, Sebastian",A-12
"Berman, Alexander",A-2132
"Berment, Vincent",A-15254
"Bermudez, Josu",A-14389
"Bernard, Pascale",A-5493
"Bernardi, R",A-9655
"Bernardi, Raffaella",A-17388
"Bernd, Kiefer",A-1877
"Bernhard, Delphine",A-13395
"Bernick, Charles",A-1851
"Bernick, Philip",A-12094
"BernierColborne, Gabriel",A-15001
"Bernsen, Niels Ole",A-18443
"Bernstein, Jared",A-6143
"Bernth, Arendse",A-12318
"Beroule, Dominique",A-10216
Berovi Daa,A-19006
"BeroviAa, DaAAa",A-17803
"Berrendonner, Alain",A-5515
"Berrezoug, Asma",A-7767
"Berrocal Rojas, Allan",A-1567
"Berry, Simon",A-18385
"BerryRogghe, Genevieve",A-5939
"Bersini, Hugues",A-1359
"Bertagna, Francesca",A-9884
"Berthelin, JeanBaptiste",A-10999
"Berthouzoz, Cathy",A-10434
"Berti, Monica",A-14737
"Bertoldi, Nicola",A-4680
"Bertolo, Stefano",A-14897
Bertomeu Castell Nria,A-18851
"Bertomeu CastellAA, NAAoria",A-6138
"Bertomeu, Nuria",A-14925
Berton Andr,A-18950
"Berton, AndrAAc",A-15160
"Bertran, Manuel",A-7013
"Bertrand, Roxane",A-17755
"Berwick, Robert C",A-14384
"Berzak, Yevgeni",A-3479
"Bes, Gabriel G",A-2203
"Besacier, Laurent",A-12819
"Besanccedilon, Romaric",A-7376
"Besana, Sveva",A-11618
Besanon Romaric,A-18927
"BesanAASSon, Romaric",A-4375
"Beschke, Sebastian",A-16029
"Besemer, David J",A-9318
"Bessho, Fumihiro",A-12979
"Bessiegraveres, Philippe",A-16780
"Bessieres, Philippe",A-1637
"Bestgen, Yves",A-17193
"Bestougeff, Helene",A-678
"Betancourt, T",A-8414
"Bethard, Steven",A-15626
"Bett, Michael",A-13754
"Betteridge, Justin",A-248
"Betz, Jonathan",A-16147
"Beuls, Katrien",A-13715
"Beust, Pierre",A-16702
"Beyer, Anna",A-15903
Bgel Tina,A-18865
Bgh Kenneth S,A-18832
"Bhagat, Rahul",A-7307
"Bhagat, Sonali",A-5741
"Bhagavatula, Chandra",A-5747
"Bhagavatula, Mahathi",A-4275
"Bhagwani, Sumit",A-4253
"Bhandari, Harendra",A-17019
"Bhanuprasad, Kamadev",A-5586
"Bharadwaj G, Rohit",A-12161
"Bharadwaj, Sujeeth",A-12974
"Bharath, Anil",A-1948
"Bharathi, Akshar",A-14004
"Bharati, Akshar",A-2013
"Bhardwaj, Anurag",A-4559
"Bhardwaj, Vikas",A-17146
"Bhargava, Aditya",A-12100
"Bhargava, Shweta",A-18388
"Bhaskar, Pinaki",A-9236
"Bhat, Mohammad",A-15792
"Bhat, Riyaz Ahmad",A-11610
"Bhat, Suma",A-5225
"Bhatia, Archna",A-5437
"Bhatia, Ramanjot Singh",A-1543
"Bhatia, Sumit",A-3594
"Bhatia, Tej K",A-6087
"Bhatt, Brijesh",A-13793
"Bhatt, Rajesh",A-8429
"Bhattacharya, Arindam",A-7090
"Bhattacharya, Indrajit",A-5271
"Bhattacharya, Suvankar",A-16671
"Bhattacharya, Tanmoy",A-16426
"Bhattacharyya, Pushpak",A-2797
"Bhattacharyya, Sayan",A-6010
"Bhavsar, Krishna",A-3485
"Bhembe, Dumisizwe",A-13012
"Bhingardive, Sudha",A-10057
"Bhole, Abhijit",A-7439
"Bhosale, Shruti",A-16657
"Bhowan, Urvesh",A-8697
"Bhowmick, Plaban Kumar",A-5812
"Bhowmick, Rishav",A-5641
"Bhutada, Pravin",A-6798
"Bi, Jinbo",A-16786
"Biadsy, Fadi",A-14830
"Bian, GuoWei",A-766
"Bian, Jiang",A-11397
"Bianchi, Dario",A-1263
"Bianco, Maryse",A-7003
"Bias, Gabriel G",A-7937
"Biatov, Konstantin",A-14465
"Biber, Douglas",A-342
"Biber, Hanno",A-14903
"Bibok, Karoly",A-14063
"Bicici, Ergun",A-15425
"Bick, Eckhard",A-8256
"Bickel, Steffen",A-15109
"Bickerstaffe, Adrian",A-10675
"Bickmore, Timothy W",A-11175
"Bicknell, Klinton",A-3496
"Bieler, Heike",A-9491
"Bielickyacute, Viktor",A-4135
"Biemann, Christian",A-11241
"Bien, Janusz Stanislaw",A-4762
"Bienenstock, Elie",A-16854
"Bienkowski, Marie A",A-14181
"Biermann, Alan W",A-757
"Bierner, Gann",A-10901
"Bies, Ann",A-12907
"Biewald, Lukas",A-1072
"Biewald, Luke",A-1202
"Biewer, Axel",A-12939
"Biggins, Sam",A-121
"Bigham, Jeffrey",A-7170
"Bigi, Brigitte",A-6861
"Bikel, Daniel M",A-4052
"Bilac, Slaven",A-11917
"Bilange, Eric",A-15216
"Bilbro, G",A-17375
"Bildhauer, Felix",A-15482
"Bilhaut, Frederik",A-1551
"Bilidas, Dimitris",A-17485
"Bilinski, Eric",A-974
"Biller, Ofer",A-2023
"Billing Jr, Floyd H",A-12635
"Billott, Sylvie",A-5997
"Bills, Aric",A-1722
"Bills, Steven",A-4583
"Bilmes, Jeff A",A-1606
"Bilotti, Matthew",A-9526
"Bilu, Yonatan",A-2654
"Bily, Milan",A-16420
"Bin Wasi, Sabih",A-2975
"Bindi, Remo",A-15671
"BingQuan, Liu",A-11235
"Binkowski, Ed",A-1015
"Binnick, Robert I",A-3534
"Binot, JeanLouis",A-11356
"Bion, Ricardo Augusto Hoffmann",A-4908
"Biran, Or",A-14156
"Birbanescu, Adrian",A-8776
"Birch, Alexandra",A-15035
"Bird, Steven",A-14820
"Birke, Julia",A-834
"Birnbaum, Lawrence",A-18789
"Biro, Tamas",A-18025
"Bisani, Maximilian",A-5877
"Bisazza, Arianna",A-6618
"Bishop, Kathleen",A-14879
"Bisiani, Roberto",A-18477
"Bisk, Yonatan",A-16301
"Bisogni, Jesse James",A-10442
"Bisson, Gilles",A-1056
"Biswas, Pradipta",A-7340
"Biswas, Priyanka",A-1288
"Bittar, Andreacute",A-11136
"Bittencourt, Evandro",A-14551
"Biyani, Prakhar",A-18037
"BjAtildepararn, GambAtildecurrenck",A-18023
"Bjoumlrkelund, Anders",A-16574
"Bjoumlrne, Jari",A-14808
Bjdstrup Jensen Peter,A-19003
"Bjerva, Johannes",A-14790
Bjrkelund Anders,A-18831
Bjrklund Henrik,A-19104
"BjAAPrkelund, Anders",A-14948
"BjAAPrklund, Henrik",A-17435
"BjAA,dstrup Jensen, Peter",A-222
"Blaauw, Eleonora",A-5275
"Blache, Philippe",A-6854
"Black, Alan W",A-11533
"Black, Donald",A-1837
"Black, Ezra W",A-4279
"Black, John E",A-17727
"Black, Lois",A-12739
"Black, Rolf",A-5709
"Black, Sandra E",A-14272
"Black, William J",A-16949
"Blackburn, Patrick",A-2170
"Blackwood, Graeme",A-15342
"Blacoe, William",A-14812
"Blaheta, Don",A-16315
"Blain, FrAtildecopydAtildecopyric",A-6535
"Blain, Frederic",A-1349
"Blair, Alan D",A-1914
"Blair, Elizabeth",A-4296
"BlairGoldensohn, Sasha",A-2045
"Blake, Catherine",A-14341
"Blanc, Olivier",A-12569
"Blanchard, Daniel",A-9294
"Blanchon, Herv",A-15456
"Blanchon, Herveacute",A-882
"Blanco, Eduardo",A-5755
"BlandAtildesupnGitlin, Iris",A-2112
"Blaschke, C",A-18105
"Blaser, Brigitte",A-1311
"Blasi, Helena Ferro",A-12628
"Blatak, Jan",A-5216
"Blatz, John",A-6602
"Blaylock, Nate",A-13053
"Blei, David",A-8287
"Blei, David M",A-10450
"Blejer, Hatte R",A-8391
Blek Karel,A-18968
"Blessing, Andre",A-3032
"Blin, Laurent",A-16453
"Blinov, Pavel",A-18655
"Blitzer, John",A-7185
"Block, Hans Ulrich",A-13927
"Block, Russell",A-9402
"Bloedorn, Eric",A-11995
"Bloem, Jelke",A-2499
"Bloemberg, Wilfried",A-9469
"Blois, Marsden S",A-7122
"Bloksma, Laura",A-9652
"Blomqvist, Eva",A-10532
"Blondel, Marion",A-17891
Blondin Mass Alexandre,A-18986
"Blondin Masseacute, Alexandre",A-17362
"Blondin MassAAc, Alexandre",A-7642
"Bloodgood, Michael",A-4449
"Bloom, Jonathan",A-331
"Bloom, Kenneth",A-12517
"Blouin, Christian",A-572
"Blower, Paul E",A-7479
"Blume, Matthias",A-13369
Blunsom Phil,A-18868
"Blunsom, Philip",A-14412
"Bly, B",A-3592
"Blythe, James",A-16109
"Boato, Giulia",A-8720
"Bobadilla, Emilio",A-15169
"Boberg, Jorma",A-17206
"Bobic, Tamara",A-8779
"Bobicev, Victoria",A-17539
"Bobrow, Daniel G",A-14200
"Bobrow, Robert J",A-10294
"Bobrow, Rusty",A-11853
"Boccalatte, A",A-9481
"Bocsa, Minerva",A-3580
"Bod, Rens",A-13473
"Boda, Peter Pal",A-299
"Bode, Andreas",A-17673
"Boden, Christoph",A-6543
"Bodenreider, Olivier",A-13814
"Bodenstab, Nathan",A-5748
"Bodirsky, Manuel",A-13433
"Bodmer, Franck",A-3317
"Bodnar, Stephen",A-8229
"Bodoia, Max",A-7342
"Bodrumlu, Tugba",A-15948
"Boeffard, Olivier",A-14544
"Boella, Guido",A-3081
"Boer Rookhuiszen, Roan",A-17762
"Boersma, Paul",A-1290
"Boesefeldt, Katharina",A-16950
"Boettner, Carolyn",A-12706
"Bogdanova, Daria",A-352
"Bogdanova, Dasha",A-18754
"Bogers, Toine",A-6789
"Boggess, Lois",A-1419
"Boguraev, Branimir K",A-10399
"Boguslavsky, Igor",A-17103
"Bohm, Klemens",A-18003
"Bohmova, Alena",A-17632
"Bohnert, Fabian",A-8411
"Bohnet, Bernd",A-9252
"Bohus, Dan",A-9532
"Boisen, Sean",A-6685
"Boisson, Joanne",A-17079
"Boisvert, Maryse",A-1479
"Boisvert, Serge",A-224
"Boitet, Christian",A-16557
"Bojar, Ondxej",A-11000
"Bokharaeian, Behrouz",A-10047
"Bolantildeos, Daniel",A-12109
"Boland, Julie E",A-8769
"Bolc, Leonard",A-8714
"Boldrini, Ester",A-7924
"Boleda, Gemma",A-16940
"Bolioli, Andrea",A-1066
"Bollegala, Danushka",A-9821
"Bollmann, Marcel",A-14262
"Bolognesi, A",A-10616
"Bolohan, Orest",A-2596
"Bolshakov, Igor A",A-5221
Boltui Filip,A-19140
"BoltuAA  iAa, Filip",A-7744
"Bonafonte, Antonio",A-5009
"Bonaventura, Patrizia",A-6829
"Bonawitz, Keith",A-5236
"BonchOsmolovskaya, Anastasia",A-12409
"Boncz, Peter",A-4907
"Bond, Francis",A-9883
"Bonev, Boyan",A-12491
"Bonfante, Guillaume",A-4012
"Bonial, Claire",A-2721
"Bonin, Francesca",A-2244
Bonjak Matko,A-19143
"Bonkowski, Christian",A-17880
"BonneauMaynard, Heacutelegravene",A-18727
"Bonnema, Remko",A-10187
"Bonner, Joshua",A-10607
"Bontas, Elena Paslaru",A-17088
"Bontcheva, Kalina",A-4851
"Bontcheva, Katina",A-18702
"Bookman, Lawrence A",A-11211
"Boon, Miriam",A-1369
"Boonkwan, Prachya",A-8546
"Boonthum, Chutima",A-12364
"Boot, M",A-9463
"Boot, Peter",A-7611
"Bopp, Stephan",A-8774
"Boras, Damir",A-14916
"Borcev, V B",A-5399
"Bordag, Stefan",A-16466
"Bordea, Georgeta",A-528
"Bordes, Antoine",A-17820
"Bordignon, Ulisse",A-6303
"Bordino, Ilaria",A-5780
"Borely, C",A-288
"Borgelt, Christian",A-5494
"Borghesi, Luigi",A-8936
"Borghetti, Claudia",A-2716
"Borgida, Alexander T",A-14543
"Borgo, Stefano",A-3058
"Boriboon, Monthika",A-16652
"Borillo, Andree",A-15652
"Borin, Lars",A-18640
"Borisov, Alexey",A-11726
"Borisova, Irina",A-14535
"Borissova, Elena",A-253
"Bork, Peer",A-16207
"Borkovsky, Arkady",A-10576
"Borkowski, Casimir",A-7264
"Borkowsky, Arcady",A-4341
"Bornebusch, Fritjof",A-17732
"Borneman, John",A-3472
"Borodin, Yevgen",A-14621
"Boros, Emanuela",A-656
"Boros, Tiberiu",A-8568
"BoroAA,, Tiberiu",A-7371
"Borra, Allan",A-620
"Borrajo, Daniel",A-6845
"Borthen, Kaja",A-4084
"Borthwick, Andrew",A-8432
"Borukhov, Bensiin",A-6878
"Boruta, Luc",A-16806
"Borys, Sarah",A-9753
"Bos, Edwin",A-7534
"Bos, Johan",A-14449
"Bos, M J W",A-17368
Bosc Amlie,A-19015
"Bosc, AmAAclie",A-5254
"Bosca, Alessio",A-18545
"Bosch, Louis Ten",A-6368
"Bosch, Peter",A-706
"Bosch, Sonja",A-357
"Bosch, Vicente",A-1664
"Boschee, Elizabeth",A-12034
"Boschetti, Federico",A-5305
"Bosco, Cristina",A-13932
"Bose, Dipankar",A-4480
"Bose, Ritwik",A-3672
"Bosma, Wauter",A-14358
"Bossaert, Walter",A-3572
"Bossard, Aureacutelien",A-16329
"Bossy, Robert",A-3978
