0,1,2
1506,"How many total conferences have been held at JEP-TALN-RECITAL 2012, Workshop TALAf 2012: Traitement Automatique des Langues Africaines (TALAf 2012: African Language Processing)?","SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=JEP-TALN-RECITAL 2012, Workshop TALAf 2012: Traitement Automatique des Langues Africaines (TALAf 2012: African Language Processing);"
1753,Which papers have the keyword ID as K-1066?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-1066;
808,Where is affiliate Information Center of PEOPLES DAILY loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Information Center of PEOPLES DAILY
585,What is Paper ID of the paper with title Unsupervised Learning Of Morphology Without Morphemes?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Unsupervised Learning Of Morphology Without Morphemes'
710,How many affliates are located in Cheonan Korea,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Cheonan Korea%
1235,"How many author have name which contains with Seneff,  ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Seneff, %';"
1424,What is the Field ID in which the conference with ID C-124 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-124' ;
492,Print summary of paper E85-1024,SELECT Summary from PaperID_Summary WHERE PaperID = 'E85-1024' 
564,What is Paper ID of the paper with title Efficient Transformation-Based Parsing?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Efficient Transformation-Based Parsing'
1164,How many author have name which begins with Ku ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Ku%';
1142,"What are the IDs of the Authors whose name begin with Gerow, A ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Gerow, A%';"
820,Where is affiliate LTCI loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'LTCI
517,Print summary of paper W09-1503,SELECT Summary from PaperID_Summary WHERE PaperID = 'W09-1503' 
638,List all the Paper IDs of the paper with title starting with Towa?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Towa%'
1254,How many number of papers have been published in the conference C-355?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-355' ;
1559,How many total conferences are held in the year 1965?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1965;
1173,"How many author have name which begins with Wang, Xiao ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Wang, Xiao%';"
809,Where is affiliate Federal University of Para loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Federal University of Para
117,How many papers are written by A-7513?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-7513'
758,Count all the affliates that contain Communications,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Communications%'
1104,"List the Authors whose name begin with Tron, Viktoacu ?","SELECT AuthID FROM AuthID_Name WHERE Name='Tron, Viktoacu';"
849,List all authids with AF-22,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-22'
120,How many papers are written by A-7717?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-7717'
661,List all the affliates located in Trois-Rivieres QU,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Trois-Rivieres QU%'
1666,Which conference was held at Workshop On Word Senses And Multi-Linguality and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Word Senses And Multi-Linguality AND Year=Year;
640,List all the Paper IDs of the paper with title starting with Distrib?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Distrib%'
374,What are the Fields associated with paperID J81-2003?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'J81-2003'
269,What is the number of Authors of N09-2050,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'N09-2050' 
660,List all the affliates located in Trento Italy,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Trento Italy%'
957,List fields having greater than 1295 authors in ascending order.,"SELECT FieldID, Count(AuthID) FROM AuthID_FieldID GROUP BY FieldID HAVING Count(AuthID) > 1295 ORDER BY Count(AuthID) ASC "
841,List all authids with AF-319,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-319'
885,Count all authids with AF-765,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-765'
46,List all the papers which are written by author of authorID A-14297.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-14297'
1461,What is the Field ID in which the conference with ID C-65 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-65' ;
1014,Name the author whose ID is A-2185,SELECT Name FROM AuthID_Name WHERE AuthID='A-2185';
895,Give the affiliationid of A-5038  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-5038'"
792,What is the name of affiliate with AF-1736 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-1736'"
1242,How many number of papers have been published in the conference C-262?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-262' ;
1755,List the keyword IDs with count from highest to lowest.,"SELECT KeywordID,COUNT(KeywordID) FROM KeywordID_PaperID GROUP BY KeywordID ORDER BY COUNT(KeywordID) DESC;"
4,List all the papers which are written by author of authorID A-17883.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-17883'
1026,Name the author whose ID is A-13973,SELECT Name FROM AuthID_Name WHERE AuthID='A-13973';
1509,How many total conferences have been held at *SEM?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=*SEM;
264,What is the number of Authors of W02-0606,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W02-0606' 
1336,List the paper ID of the all the paper which in the conference with ID C-454,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-454
1596,What is the venue for the conference with the ID C-224?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-224;
448,what is the summary of paper with paperID D09-1056 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'D09-1056' 
1025,Name the author whose ID is A-12712,SELECT Name FROM AuthID_Name WHERE AuthID='A-12712';
1100,"List the Authors whose name begin with Pike, Chr ?","SELECT AuthID FROM AuthID_Name WHERE Name='Pike, Chr';"
856,List all authids with AF-1673,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1673'
1561,How many total conferences are held in the year 1992?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1992;
307,What are the papers associated with FieldID F-4 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-4' 
1325,List the paper ID of the all the paper which in the conference with ID C-224,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-224
318,List all the Field IDs.,"SELECT DISTINCT FieldID FROM PaperID_FieldID """
150,List all the authors who contributed to paper N07-4001,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'N07-4001' 
1171,"How many author have name which begins with Wubben, ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Wubben,%';"
1236,How many number of papers have been published in the conference C-574?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-574' ;
579,What is Paper ID of the paper with title From Structured Prediction to Inverse Reinforcement Learning?,SELECT PaperID FROM PaperID_Title WHERE Title = 'From Structured Prediction to Inverse Reinforcement Learning'
50,What are the papers written by A-10603?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-10603'
1322,List the paper ID of the all the paper which in the conference with ID C-468,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-468
741,Count all the affliates that contain NYNEX,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%NYNEX%'
852,List all authids with AF-1881,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1881'
1138,"What are the IDs of the Authors whose name begin with Picanco, Ge ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Picanco, Ge%';"
1189,"How many author have name which begins with Mansouri, A ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Mansouri, A%';"
475,what is the summary of paper with paperID W11-2135 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W11-2135' 
994,What is the Name of the Author with ID A-16761 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-16761';
658,List all the affliates located in Yi,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Yi%'
404,Count the numberFields associated with paperID P06-2088,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'P06-2088'
516,Print summary of paper C96-2130,SELECT Summary from PaperID_Summary WHERE PaperID = 'C96-2130' 
325,List all the Field IDs associated with paperID W12-0406.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W12-0406'
19,List all the papers which are written by author of authorID A-17368.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-17368'
689,How many affliates are located in Waxhaw NC,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Waxhaw NC%
35,List all the papers which are written by author of authorID A-3083.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-3083'
921,Give the affiliationid of A-15016  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-15016'"
846,List all authids with AF-175,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-175'
1566,How many total conferences are held in the year 1994?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1994;
412,Count the numberFields associated with paperID W98-0708,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'W98-0708'
939,Give the affiliationid of A-15685  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-15685'"
542,What is title of the paper with PaperID H93-1018?,SELECT Title FROM PaperID_Title WHERE PaperID = 'H93-1018'
777,What is the name of affiliate with AF-568 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-568'"
1085,"What is the ID of the Author whose name is BradenHarder, Lisa C ?","SELECT AuthID FROM AuthID_Name WHERE Name='BradenHarder, Lisa C';"
1222,How many author have name which contains with C ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%C%';
246,List all the authors for W09-0435,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W09-0435' 
1150,What are the IDs of the Authors whose name begin with A ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'A%';
803,Where is affiliate Graphitech loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Graphitech
494,Print summary of paper P13-1117,SELECT Summary from PaperID_Summary WHERE PaperID = 'P13-1117' 
155,List all the authors who contributed to paper P01-1015,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P01-1015' 
983,What is the Name of the Author with ID A-11267 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-11267';
872,Count all authids with AF-1776,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1776'
630,List all the Paper IDs of the paper with title starting with Phylo?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Phylo%'
690,How many affliates are located in Screamware,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Screamware%
574,What is Paper ID of the paper with title Modeling and Learning Semantic Co-Compositionality through Prototype Projections and Neural Networks?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Modeling and Learning Semantic Co-Compositionality through Prototype Projections and Neural Networks'
1668,Which conference was held at Workshop on Embodied Language Processing and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop on Embodied Language Processing AND Year=Year;
17,List all the papers which are written by author of authorID A-424.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-424'
128,How many papers are written by A-12916?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-12916'
1303,What is the Conference ID of the conference in which paper of the id P01-1065 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='P01-1065';
1727,Which papers have the keyword ID as K-397?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-397;
947,Give number of authorids in field with F-4,SELECT Count(AuthID) FROM AuthID_FieldID WHERE FieldID == 'F-4'
1003,What is the Name of the Author with ID A-16135 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-16135';
1723,How many unique keyword IDs are present?,SELECT COUNT(DISTINCT KeywordID) FROM KeywordID_PaperID;
191,How many authors contributed to paper S14-1016,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'S14-1016' 
1162,How many author have name which begins with Moon ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Moon%';
1015,Name the author whose ID is A-14251,SELECT Name FROM AuthID_Name WHERE AuthID='A-14251';
1714,Name the topic corresponding to the Field ID F-14.,SELECT Topic FROM FieldID_Topic WHERE FieldID=F-14;
1414,List all the conference which has beeen conducted in the field with ID F-14,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-14' ;
611,List all the Paper IDs of the paper with title starting with Automatic?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Automatic%'
181,How many authors contributed to paper C08-1116,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C08-1116' 
304,What are the papers associated with FieldID F-12 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-12' 
501,Print summary of paper W08-0322,SELECT Summary from PaperID_Summary WHERE PaperID = 'W08-0322' 
1462,What is the Field ID in which the conference with ID C-270 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-270' ;
1419,List all the Field ID with more than 18 conferences,"SELECT COUNT(*),FieldID FROM ConfID_FieldID GROUP BY FieldID HAVING COUNT(*)>18;"
1582,What is the venue for the conference with the ID C-642?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-642;
522,What is title of the paper with PaperID P84-1072?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P84-1072'
1092,List the Authors whose name begin with Schw ?,SELECT AuthID FROM AuthID_Name WHERE Name='Schw';
481,Print summary of paper P07-1092,SELECT Summary from PaperID_Summary WHERE PaperID = 'P07-1092' 
158,List all the authors who contributed to paper W14-3415,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W14-3415' 
1266,How many number of papers have been published in the conference C-453?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-453' ;
1218,"How many author have name which contains with Jacquemin,  ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Jacquemin, %';"
16,List all the papers which are written by author of authorID A-16523.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-16523'
1095,List the Authors whose name begin with Sw ?,SELECT AuthID FROM AuthID_Name WHERE Name='Sw';
1730,Which papers have the keyword ID as K-5159?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-5159;
551,What is title of the paper with PaperID X98-1025?,SELECT Title FROM PaperID_Title WHERE PaperID = 'X98-1025'
663,List all the affliates located in Peshawar Pakistan,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Peshawar Pakistan%'
1383,How many number of papers have been published with the ID that starts with D13-1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'D13-1%' ;
1042,Name the author whose ID is A-16607,SELECT Name FROM AuthID_Name WHERE AuthID='A-16607';
1421,List all the Field ID with more than 25 conferences,"SELECT COUNT(*),FieldID FROM ConfID_FieldID GROUP BY FieldID HAVING COUNT(*)>25;"
981,What is the Name of the Author with ID A-15069 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-15069';
1645,How many conferences held after 1983?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>1983;
284,What is the number of Authors of W06-1314,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W06-1314' 
816,Where is affiliate Beijing Normal University loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Beijing Normal University
1384,How many number of papers have been published with the ID that starts with P?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P%' ;
226,List all the authors for E95-1039,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'E95-1039' 
26,List all the papers which are written by author of authorID A-9701.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-9701'
1680,Which conference was held at Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies (CLIAWS3) and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies (CLIAWS3) AND Year=Year;
442,what is the summary of paper with paperID P86-1041 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'P86-1041' 
1706,List all the topics.,SELECT Topic FROM FieldID_Topic;
230,List all the authors for D11-1126,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'D11-1126' 
37,List all the papers which are written by author of authorID A-18717.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-18717'
768,Count all the affliates that contain Romanian,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Romanian%'
1068,"What is the ID of the Author whose name is UzZaman, Naushad ?","SELECT AuthID FROM AuthID_Name WHERE Name='UzZaman, Naushad';"
474,what is the summary of paper with paperID E14-1078 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'E14-1078' 
1446,What is the Field ID in which the conference with ID C-144 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-144' ;
1726,Which papers have the keyword ID as K-2004?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-2004;
692,How many affliates are located in Cepstral LLC,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Cepstral LLC%
1605,What is the venue for the conference with the ID C-85?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-85;
644,List all the Paper IDs of the paper with title starting with The Role O?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'The Role O%'
1467,How many number of conference have ID that starts with C?,SELECT COUNT(*) FROM ConfID_FieldID WHERE ConfID LIKE 'C%' ;
1241,How many number of papers have been published in the conference C-144?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-144' ;
1181,"How many author have name which begins with Reidsma, Den ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Reidsma, Den%';"
1413,List all the conference which has beeen conducted in the field with ID F-5,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-5' ;
1324,List the paper ID of the all the paper which in the conference with ID C-218,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-218
1589,What is the venue for the conference with the ID C-53?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-53;
819,Where is affiliate Ribbit Software Systems Inc loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Ribbit Software Systems Inc
161,List all the authors who contributed to paper P84-1100,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P84-1100' 
978,What is the Name of the Author with ID A-2872 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-2872';
1209,"How many author have name which contains with Bender, Oli ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Bender, Oli%';"
840,List all authids with AF-449,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-449'
1548,How many total conferences have been held at Workshop On Web As Corpus?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Web As Corpus;
896,Give the affiliationid of A-12393  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-12393'"
932,Give the affiliationid of A-18105  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-18105'"
153,List all the authors who contributed to paper W14-4603,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W14-4603' 
1600,What is the venue for the conference with the ID C-452?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-452;
514,Print summary of paper P08-4004,SELECT Summary from PaperID_Summary WHERE PaperID = 'P08-4004' 
1158,"What are the IDs of the Authors whose name begin with Kubala,  ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Kubala, %';"
1273,How many number of papers have been published in the conference C-206?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-206' ;
1422,What is the Field ID in which the conference with ID C-161 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-161' ;
104,How many papers are written by A-16777?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-16777'
591,What is Paper ID of the paper with title Building Parallel Corpora For EContent Professionals?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Building Parallel Corpora For EContent Professionals'
1544,How many total conferences have been held at Proceedings of the 6th Workshop on Asian Language Resources?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the 6th Workshop on Asian Language Resources;
1166,"How many author have name which begins with Condon, Sherri ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Condon, Sherri%';"
53,What are the papers written by A-11038?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-11038'
152,List all the authors who contributed to paper I05-2008,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'I05-2008' 
408,Count the numberFields associated with paperID P13-1051,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'P13-1051'
1701,Which conference was held at Joint Workshop on Statistical Parsing and Semantic Processing of Morphologically Rich Languages and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Joint Workshop on Statistical Parsing and Semantic Processing of Morphologically Rich Languages AND Year=Year;
208,How many authors contributed to paper H91-1042,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'H91-1042' 
1655,How many conferences held after 2014?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>2014;
1145,"What are the IDs of the Authors whose name begin with Lee, L ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Lee, L%';"
1530,How many total conferences have been held at TextGraphs Workshop On Graph Based Methods For Natural Language Processing?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=TextGraphs Workshop On Graph Based Methods For Natural Language Processing;
8,List all the papers which are written by author of authorID A-3825.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-3825'
1037,Name the author whose ID is A-15472,SELECT Name FROM AuthID_Name WHERE AuthID='A-15472';
1565,How many total conferences are held in the year 1985?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1985;
1083,"What is the ID of the Author whose name is Moszczyxski, Radosxaw ?","SELECT AuthID FROM AuthID_Name WHERE Name='Moszczyxski, Radosxaw';"
457,what is the summary of paper with paperID P12-2003 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'P12-2003' 
254,List all the authors for W12-1642,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W12-1642' 
1351,List the paper ID of the all the paper which in the conference with ID C-193,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-193
915,Give the affiliationid of A-16287  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-16287'"
1679,Which conference was held at Workshop On Learning Word Meaning From Non-Linguistic Data and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Learning Word Meaning From Non-Linguistic Data AND Year=Year;
899,Give the affiliationid of A-13738  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-13738'"
1649,How many conferences held after 1975?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>1975;
628,List all the Paper IDs of the paper with title starting with User-Friendly Text Pre?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'User-Friendly Text Pre%'
350,List all the Field IDs associated with paperID W04-2612.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W04-2612'
1456,What is the Field ID in which the conference with ID C-534 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-534' ;
263,What is the number of Authors of A83-1011,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'A83-1011' 
1345,List the paper ID of the all the paper which in the conference with ID C-221,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-221
151,List all the authors who contributed to paper W06-1417,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W06-1417' 
477,what is the summary of paper with paperID P12-3008 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'P12-3008' 
645,List all the Paper IDs of the paper with title starting with Proba?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Proba%'
1739,Which papers have the keyword ID as K-7097?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-7097;
1646,How many conferences held after 2007?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>2007;
555,What is title of the paper with PaperID W98-0316?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W98-0316'
949,Give number of authorids in field with F-1,SELECT Count(AuthID) FROM AuthID_FieldID WHERE FieldID == 'F-1'
493,Print summary of paper W96-0418,SELECT Summary from PaperID_Summary WHERE PaperID = 'W96-0418' 
1581,What is the venue for the conference with the ID C-91?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-91;
1194,How many author have name which begins with Takamura ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Takamura%';
147,List all the authors who contributed to paper W00-0504,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W00-0504' 
1688,Which conference was held at Workshop On Computer And Internet Supported Education In Language And Speech Technology and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Computer And Internet Supported Education In Language And Speech Technology AND Year=Year;
407,Count the numberFields associated with paperID L08-1603,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'L08-1603'
976,What is the Name of the Author with ID A-6798 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-6798';
1640,How many conferences held after 1988?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>1988;
664,List all the affliates located in Hunil,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hunil%'
1398,How many number of papers have been published with the ID that starts with C08-20?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'C08-20%' ;
468,what is the summary of paper with paperID C08-2009 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'C08-2009' 
1373,How many number of papers have been published with the ID that starts with C?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'C%' ;
187,How many authors contributed to paper H05-1010,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'H05-1010' 
1170,"How many author have name which begins with Cancino, Gla ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Cancino, Gla%';"
1247,How many number of papers have been published in the conference C-131?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-131' ;
613,List all the Paper IDs of the paper with title starting with Knowtator: A Protege Plug-In For Annotated Corpus Constr?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Knowtator: A Protege Plug-In For Annotated Corpus Constr%'
144,List all the authors who contributed to paper P06-2061,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P06-2061' 
770,What is the name of affiliate with AF-1136 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-1136'"
1004,What is the Name of the Author with ID A-14298 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-14298';
